TimeGenerated,Id,CorrelationId,UserPrincipalName,UserDisplayName,UserId,AppDisplayName,ClientAppUsed,IPAddress,Location,Country,City,State,AutonomousSystemNumber,NetworkISP,DeviceOS,DeviceBrowser,UserAgent,ResultType,ResultDescription,ConditionalAccessStatus,AuthenticationRequirement,MfaAuthMethod,RiskLevelDuringSignIn,RiskState,RiskEventTypes
2026-07-28T09:43:33.778Z,765f5e98-a210-0bd3-5ba6-2e0781e4e58e,0c46c355-b077-4d6f-1f75-45af0b5a9df2,gareth.patel@cloudora.io,Gareth Patel,1dedb703-4a97-bc5b-10d2-4498cc306dfa,SharePoint Online,Browser,81.134.22.14,GB,United Kingdom,London,England,2856,British Telecommunications,Windows 10,Edge 126.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/126.0.0,0,,success,multiFactorAuthentication,PhoneAppNotification,none,none,
2026-07-28T09:44:19.066Z,d2a9750d-b604-b512-05b0-07e632c58dbc,fa2f27b1-45a9-db09-1f63-4e69234dabf2,daniel.reeve@cloudora.io,Daniel Reeve,06375a4e-8d15-6b03-39af-3521ca9ba37a,OfficeHome,Browser,81.134.22.14,GB,United Kingdom,London,England,2856,British Telecommunications,Windows 11,Edge 126.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/126.0.0,0,,success,multiFactorAuthentication,PhoneAppNotification,none,none,
2026-07-28T09:45:12.570Z,ee3d6e94-d896-1779-cb62-334742622344,4459f857-7c04-7c66-d8b8-16c2ef615523,jasmine.hughes@cloudora.io,Jasmine Hughes,313208bf-3eca-33b4-1484-022187b59249,SharePoint Online,Browser,81.134.22.14,GB,United Kingdom,London,England,2856,British Telecommunications,Windows 11,Edge 126.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/126.0.0,0,,success,multiFactorAuthentication,Fido,none,none,
2026-07-28T09:45:24.060Z,b0640600-e17f-8747-f5ed-315ef794ee5c,7217db3c-1c16-339a-9769-30f4b8d530bc,thomas.reid@cloudora.io,Thomas Reid,c05054ad-f5b7-2380-e2ea-decc60c60d87,Microsoft Teams,Browser,81.134.22.234,GB,United Kingdom,London,England,2856,British Telecommunications,Windows 11,Edge 126.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/126.0.0,0,,success,multiFactorAuthentication,PhoneAppOTP,none,none,
2026-07-28T09:46:07.474Z,36dca451-22a4-24ce-c81e-2db7540e253f,d3a277d3-f655-3a6c-1428-85d006dcd862,marcus.upton@cloudora.io,Marcus Upton,3baba00d-7b0c-2702-5e98-cf3aa6f034f8,Office 365 Exchange Online,Browser,81.134.22.50,GB,United Kingdom,London,England,2856,British Telecommunications,Windows 10,Edge 126.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/126.0.0,0,,success,singleFactorAuthentication,,none,none,
2026-07-28T09:49:36.662Z,7e6b91c6-4727-316d-f600-9cb0da42c7b5,f3121034-7833-87a9-ab3e-8f3c01577844,owen.alvarez@cloudora.io,Owen Alvarez,8160d8ee-d8b7-053a-cb7b-0adb66e2ac8a,Office 365 Exchange Online,Browser,51.148.63.155,GB,United Kingdom,Manchester,England,2856,British Telecommunications,Windows 11,Edge 126.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/126.0.0,0,,success,multiFactorAuthentication,Fido,none,none,
2026-07-28T09:50:43.178Z,dfc26ff1-c1f3-141d-ba5a-cc162713f42b,ee2acd22-f0dc-f8fd-c219-a285123db533,noah.upton@cloudora.io,Noah Upton,f5916b8e-99f5-6290-acdc-e3579cd7c7ac,Microsoft 365 Admin Portal,Browser,81.134.22.145,GB,United Kingdom,London,England,2856,British Telecommunications,Windows 11,Chrome 127.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/127.0.0,53003,Access has been blocked by Conditional Access policies.,failure,multiFactorAuthentication,,none,none,
2026-07-28T09:53:44.560Z,dad3a504-bddd-468e-771e-b2dd79fcb35c,b4a0b4f1-37c3-7538-cd1b-9875bc657c0b,zach.kaur@cloudora.io,Zach Kaur,7fc2fbaf-efcc-608f-3344-81703d0690eb,OfficeHome,Browser,81.134.22.33,GB,United Kingdom,London,England,2856,British Telecommunications,Ios 17.5.1,Mobile Safari,Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1) Mobile/15E148,0,,success,singleFactorAuthentication,,none,none,
2026-07-28T09:54:53.580Z,18c24f83-1c4e-186f-b5b1-b1cc034ef56f,db9f3609-2a82-97fa-e835-c27c04db51b5,sophie.laurent@cloudora.io,Sophie Laurent,721d541e-18b6-1a79-c814-1085d42d6ce6,Office 365 Exchange Online,Browser,185.24.186.42,FR,France,Paris,Ile-de-France,12322,Free SAS,MacOs,Safari 17.5,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/17.5,0,,success,multiFactorAuthentication,PhoneAppNotification,low,dismissed,unfamiliarFeatures
2026-07-28T09:55:37.458Z,74912440-ed8a-72b8-bd62-55ba1b462249,f56f90b9-d927-30dd-2498-143a10277142,quinn.sharma@cloudora.io,Quinn Sharma,28d09514-9171-4653-09a8-9d49241a30c9,Office 365 Exchange Online,Browser,81.134.22.14,GB,United Kingdom,London,England,2856,British Telecommunications,Windows 11,Chrome 127.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/127.0.0,0,,success,multiFactorAuthentication,PhoneAppNotification,none,none,
2026-07-28T09:59:39.176Z,40ffcc40-9077-e3c6-83ba-01ae5a60ce53,6efc48ba-b04a-31a9-6338-963b6b0fb64a,noah.elliot@cloudora.io,Noah Elliot,3e6989ad-9d1b-afa9-816e-34196bb0609a,Office 365 Exchange Online,Browser,81.134.22.14,GB,United Kingdom,London,England,2856,British Telecommunications,Windows 10,Edge 126.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/126.0.0,0,,success,multiFactorAuthentication,Fido,none,none,
2026-07-28T10:07:47.457Z,873cd678-b460-2e02-ad7c-ab8f4cd3a285,9a708e65-9f31-be87-7754-05fbcf395ebc,jonas.patel@cloudora.io,Jonas Patel,dc3ab649-67cc-cf2a-3d6c-69a7b216bcb5,Office 365 Exchange Online,Browser,51.148.63.218,GB,United Kingdom,Manchester,England,2856,British Telecommunications,Windows 11,Edge 126.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/126.0.0,0,,success,multiFactorAuthentication,Fido,none,none,
2026-07-28T10:09:13.964Z,1c147d18-55a3-e6b5-86b1-b0306c16dd62,4be5c8b1-2a8f-ea5f-0ac9-456dc033ca2b,ella.okafor@cloudora.io,Ella Okafor,c09d3717-e67a-c82a-daa7-73790cb336a8,Office 365 Exchange Online,Browser,86.15.108.199,GB,United Kingdom,London,England,5089,Virgin Media,Windows 10,Edge 126.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/126.0.0,0,,success,multiFactorAuthentication,PhoneAppNotification,none,none,
2026-07-28T10:12:23.367Z,785a3808-5023-584e-6c19-2501f2332896,a539e044-7a77-6e68-e72b-bc50b77a0370,gareth.trent@cloudora.io,Gareth Trent,f1bf9d61-98bd-e908-e14f-e4a7216eeb64,Office 365 Exchange Online,Browser,81.134.22.245,GB,United Kingdom,London,England,2856,British Telecommunications,Windows 10,Edge 126.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/126.0.0,0,,success,singleFactorAuthentication,,none,none,
2026-07-28T10:15:12.107Z,0d4a28c2-1982-5c47-8347-373adf47998e,5f4316e0-2c77-43b1-bd4b-d3bdb2129281,fiona.sharma@cloudora.io,Fiona Sharma,5f116ee8-e532-e0e8-a3fc-27f5c99feb96,Salesforce,Browser,31.94.12.236,GB,United Kingdom,Leeds,England,20712,Three UK,MacOs,Safari 17.5,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/17.5,0,,success,singleFactorAuthentication,,none,none,
2026-07-28T10:19:15.793Z,cbfb92c4-30f4-28e9-7070-7711e97372d0,24b519e5-6bf3-968c-087d-df172c171c25,mia.osborne@cloudora.io,Mia Osborne,773fd0de-01d3-68f4-81bc-a746fdf2ed01,Microsoft Teams,Browser,81.134.22.189,GB,United Kingdom,London,England,2856,British Telecommunications,MacOs,Safari 17.5,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/17.5,0,,success,multiFactorAuthentication,PhoneAppNotification,none,none,
2026-07-28T10:22:57.453Z,b0eb9d30-7a6b-6d31-2ed2-487a54a82e14,d2a93e8b-cedd-192e-d3a0-283d4de13c18,hannah.wren@cloudora.io,Hannah Wren,44a595d6-b19d-29d9-d9b5-532bc31d024c,Office 365 Exchange Online,Browser,81.134.22.14,GB,United Kingdom,London,England,2856,British Telecommunications,Windows 11,Chrome 127.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/127.0.0,0,,success,singleFactorAuthentication,,none,none,
2026-07-28T10:26:40.666Z,ecb24c65-6026-729b-2f11-aaec33ca3e71,2f587c0d-aac1-df29-f319-e2878cbcffc8,adam.fenwick@cloudora.io,Adam Fenwick,c470e647-6319-38b8-7be3-e7522e25911b,Office 365 Exchange Online,Browser,81.134.22.14,GB,United Kingdom,London,England,2856,British Telecommunications,Windows 11,Edge 126.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/126.0.0,0,,success,multiFactorAuthentication,PhoneAppOTP,none,none,
2026-07-28T10:31:21.299Z,986c66b7-889f-fe1d-c2cf-980fa70cca15,a4af3edd-7de4-161d-6d07-a1c3bf331260,heidi.ferguson@cloudora.io,Heidi Ferguson,93576fa6-97f0-fe0d-2356-ee03749f0157,Office 365 Exchange Online,Browser,81.134.22.14,GB,United Kingdom,London,England,2856,British Telecommunications,Windows 11,Edge 126.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/126.0.0,0,,success,multiFactorAuthentication,PhoneAppOTP,none,none,
2026-07-28T10:35:37.572Z,afd57e8d-be9e-2ff7-bf1d-87b05e56be81,9cbf1ac1-d9a0-1c06-b6cd-bcb4f32fcb94,dara.iqbal@cloudora.io,Dara Iqbal,3c10d282-f52c-6587-a100-7ff7388b2078,Azure Portal,Browser,81.134.22.119,GB,United Kingdom,London,England,2856,British Telecommunications,Windows 11,Chrome 127.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/127.0.0,0,,success,multiFactorAuthentication,PhoneAppNotification,none,none,
2026-07-28T10:36:18.728Z,0233d65e-cbbd-3236-4b50-0bd3de24c84e,ad4505cb-3647-72d9-d1f0-e2aeb0a6ec37,gareth.trent@cloudora.io,Gareth Trent,f1bf9d61-98bd-e908-e14f-e4a7216eeb64,Cloudora HR Portal,Browser,81.134.22.14,GB,United Kingdom,London,England,2856,British Telecommunications,Windows 10,Edge 126.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/126.0.0,0,,success,singleFactorAuthentication,,none,none,
2026-07-28T10:38:08.242Z,3a6a08bb-f46f-3ce4-e055-3216f8c9457b,ce29b34d-1cd4-e5ba-c662-e85594eb3790,mia.mensah@cloudora.io,Mia Mensah,65c2128f-26b0-5a31-171d-f23eca37d8c2,Cloudora HR Portal,Browser,109.157.44.58,GB,United Kingdom,Edinburgh,Scotland,2856,British Telecommunications,Windows 10,Edge 126.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/126.0.0,0,,success,singleFactorAuthentication,,none,none,
2026-07-28T10:42:49.475Z,67288979-a638-5b53-368a-694b337b9c5f,5f2077aa-e85e-8d2f-7dd4-74fc9ec0d534,owen.yates@cloudora.io,Owen Yates,f7a8b7e4-4d59-ab55-38a7-4830de58d90c,OfficeHome,Mobile Apps and Desktop clients,81.134.22.14,GB,United Kingdom,London,England,2856,British Telecommunications,Android 14,Chrome Mobile 127,Mozilla/5.0 (Linux; Android 14) Chrome/127.0.0 Mobile,0,,success,multiFactorAuthentication,PhoneAppOTP,none,none,
2026-07-28T10:42:50.745Z,d3aa9634-5987-a631-7199-24b1f53377b7,9f2870dd-206c-2d03-345f-164bd848d611,daniel.mensah@cloudora.io,Daniel Mensah,c6ac7899-b750-4544-3710-fa8255e4f0e0,Microsoft Teams,Browser,81.134.22.14,GB,United Kingdom,London,England,2856,British Telecommunications,Windows 11,Chrome 127.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/127.0.0,0,,success,multiFactorAuthentication,Fido,none,none,
2026-07-28T10:43:32.380Z,10fbbaa0-3d50-9965-168c-5dc0ce44663e,35e9deec-8228-5a9e-b82d-7216e75e53f4,leo.hartley@cloudora.io,Leo Hartley,f0eb224a-5006-d807-80b1-9506a163d320,Office 365 Exchange Online,Browser,81.134.22.14,GB,United Kingdom,London,England,2856,British Telecommunications,Windows 10,Edge 126.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/126.0.0,0,,success,singleFactorAuthentication,,none,none,
2026-07-28T10:46:21.139Z,04bdfeda-1aa4-a655-ac7f-5ff9e1360402,24a1079d-6fc4-ec9c-4da7-9f78f95ad4b3,arthur.mensah@cloudora.io,Arthur Mensah,f152fcd7-9567-4845-e8d0-08f543bae4c4,Microsoft Teams,Browser,81.134.22.14,GB,United Kingdom,London,England,2856,British Telecommunications,Windows 11,Edge 126.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/126.0.0,0,,success,multiFactorAuthentication,PhoneAppNotification,none,none,
2026-07-28T10:48:46.529Z,afa96a5a-0964-c773-8680-9d51b31e9616,ec2a2235-10c5-b00e-a406-db8fce6e68b9,jack.kelly@cloudora.io,Jack Kelly,53bae748-f2d2-f25a-4624-00f60dcbd9ce,OfficeHome,Browser,81.134.22.14,GB,United Kingdom,London,England,2856,British Telecommunications,MacOs,Safari 17.5,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/17.5,0,,success,multiFactorAuthentication,Fido,none,none,
2026-07-28T10:52:18.301Z,60058e83-9ea0-7e78-cabe-dfad5b8bc6c3,bdf62d54-db99-dc36-f5ee-f976a962c09f,umar.quinlan@cloudora.io,Umar Quinlan,50dd7d95-a03a-ded1-ef3e-973b44c0a615,SharePoint Online,Browser,92.40.176.199,GB,United Kingdom,Bristol,England,5378,Vodafone UK,Windows 11,Edge 126.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/126.0.0,0,,success,multiFactorAuthentication,PhoneAppNotification,none,none,
2026-07-28T10:52:52.749Z,4dc67a44-9d20-8f35-7383-9f2ccdbc5290,c1ad2a62-b39d-b55c-35cf-ead9137f4db0,freya.yates@cloudora.io,Freya Yates,f4cad43d-0fc5-1dfd-809b-664a026b4d95,Office 365 Exchange Online,Browser,109.157.44.112,GB,United Kingdom,Edinburgh,Scotland,2856,British Telecommunications,Windows 11,Edge 126.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/126.0.0,0,,success,multiFactorAuthentication,PhoneAppOTP,none,none,
2026-07-28T10:54:46.620Z,4f5cf35a-da4e-0acf-d76b-0d90fdd68692,2f797135-27ad-5003-fe20-a18c9146eb62,lucy.patel@cloudora.io,Lucy Patel,6f402bc5-dce1-0610-f3f6-6dddf276f21f,OfficeHome,Browser,81.134.22.14,GB,United Kingdom,London,England,2856,British Telecommunications,Windows 11,Edge 126.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/126.0.0,0,,success,singleFactorAuthentication,,none,none,
2026-07-28T10:57:10.732Z,1366003a-2503-1ddb-e2ad-601eacd803a1,ccbeb8aa-b26b-35a4-b971-5abd903b8604,callum.sharma@cloudora.io,Callum Sharma,754b8839-9909-2ef3-3863-5839cb9d64c2,Microsoft Teams,Browser,81.134.22.87,GB,United Kingdom,London,England,2856,British Telecommunications,Windows 10,Edge 126.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/126.0.0,0,,success,singleFactorAuthentication,,none,none,
2026-07-28T10:57:47.362Z,3e7d6559-6563-74f8-201c-a78db7f0fffb,10ee4829-f800-ede3-902e-dcf92a640d5d,mia.sharma@cloudora.io,Mia Sharma,f1ffa72d-6d78-01e4-0951-158b75869729,Salesforce,Browser,81.134.22.14,GB,United Kingdom,London,England,2856,British Telecommunications,Windows 11,Edge 126.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/126.0.0,0,,success,multiFactorAuthentication,Fido,none,none,
2026-07-28T10:57:48.774Z,293c2b55-acbf-9cff-b4b8-78f1286ae607,d47d3e41-1b94-b758-9821-e3e5c41a8fe0,george.stone@cloudora.io,George Stone,34785f8f-1978-f70e-a559-ca6a48b91cb5,Office 365 Exchange Online,Browser,81.134.22.54,GB,United Kingdom,London,England,2856,British Telecommunications,Windows 10,Edge 126.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/126.0.0,0,,success,multiFactorAuthentication,PhoneAppNotification,none,none,
2026-07-28T10:58:43.069Z,fea61ad2-7139-54b4-81ae-fd02c263642d,6c3e08f1-6427-c146-778c-66def47032c3,bethan.reid@cloudora.io,Bethan Reid,09e13e50-992e-1e6e-e263-fa798cfe27d8,Cloudora HR Portal,Browser,81.134.22.66,GB,United Kingdom,London,England,2856,British Telecommunications,Windows 10,Edge 126.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/126.0.0,50074,Strong Authentication is required.,success,multiFactorAuthentication,,none,none,
2026-07-28T11:02:10.751Z,e2bb8d23-0741-49e3-6c4f-af312ffc3f0b,1023744a-f607-1f51-7eec-a2f11fca3191,freya.pryce@cloudora.io,Freya Pryce,0f293bcb-6a59-5d5f-e9d0-b541c0e10def,Office 365 Exchange Online,Browser,86.15.108.176,GB,United Kingdom,London,England,5089,Virgin Media,Windows 11,Chrome 127.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/127.0.0,0,,success,singleFactorAuthentication,,none,none,
2026-07-28T11:04:24.061Z,025ed066-5c7d-38a9-0df3-838b0ac13e8d,dddb5b66-1f52-2a4e-1064-4d30b1184b7d,quinn.sharma@cloudora.io,Quinn Sharma,28d09514-9171-4653-09a8-9d49241a30c9,Microsoft 365 Admin Portal,Browser,51.148.63.191,GB,United Kingdom,Manchester,England,2856,British Telecommunications,Windows 11,Chrome 127.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/127.0.0,53003,Access has been blocked by Conditional Access policies.,failure,multiFactorAuthentication,,none,none,
2026-07-28T11:09:31.395Z,593f203c-66e6-90ea-647a-2c9d03c35883,881fde5b-7b1b-e4c9-d34f-f2947a6905b4,daniel.sinclair@cloudora.io,Daniel Sinclair,4d8c80f2-51d2-b6c3-4439-0e6014c73236,Cloudora HR Portal,Browser,87.44.201.158,IE,Ireland,Dublin,Leinster,5466,Eir,Windows 10,Edge 126.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/126.0.0,0,,success,singleFactorAuthentication,,none,none,
2026-07-28T11:11:44.434Z,0319c8c0-3ffd-6fc0-a7f5-d3074e3b2060,01532eba-2506-7c74-85e2-206a2250093c,dara.stone@cloudora.io,Dara Stone,d3aa8498-5bdc-10a8-d6c9-5655f74c1193,Office 365 Exchange Online,Browser,81.134.22.72,GB,United Kingdom,London,England,2856,British Telecommunications,Windows 11,Edge 126.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/126.0.0,0,,success,multiFactorAuthentication,PhoneAppNotification,none,none,
2026-07-28T11:14:49.246Z,0340e480-b30b-0543-3dfa-0f57a46b5fbd,ba2d439f-14e5-9291-8814-f8aba5552756,jasmine.hughes@cloudora.io,Jasmine Hughes,313208bf-3eca-33b4-1484-022187b59249,Microsoft Teams,Browser,92.40.176.75,GB,United Kingdom,Bristol,England,5378,Vodafone UK,Windows 11,Edge 126.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/126.0.0,0,,success,multiFactorAuthentication,Fido,none,none,
2026-07-28T11:16:14.528Z,4f5b52e3-7144-8810-d08b-273ac8a662a1,d2da8cf9-6a29-5ac3-0858-314e6dec1690,zach.sharma@cloudora.io,Zach Sharma,10f7fefb-a80c-b7d2-ba9c-e8fcba2ef174,Microsoft 365 Admin Portal,Browser,81.134.22.14,GB,United Kingdom,London,England,2856,British Telecommunications,Windows 11,Chrome 127.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/127.0.0,0,,success,multiFactorAuthentication,Fido,none,none,
2026-07-28T11:18:46.240Z,4d2b2c7a-db2f-86df-c76f-b77f9b61d4a4,712cceb6-1839-cd1d-3c5e-71567a3fe6da,jasmine.jennings@cloudora.io,Jasmine Jennings,a30979f8-d98c-fd3c-cfec-0dc77a7b0a3f,OfficeHome,Browser,81.134.22.14,GB,United Kingdom,London,England,2856,British Telecommunications,Windows 10,Edge 126.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/126.0.0,0,,success,multiFactorAuthentication,Fido,none,none,
2026-07-28T11:20:35.292Z,0676f97d-a441-8716-add0-0c9022cd18a6,96b5f0bb-614e-3064-9e99-85b7ea8795bb,freya.okafor@cloudora.io,Freya Okafor,7c85e963-dacf-7b0d-2275-746094c02772,Salesforce,Browser,81.134.22.125,GB,United Kingdom,London,England,2856,British Telecommunications,Windows 10,Edge 126.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/126.0.0,0,,success,multiFactorAuthentication,Fido,none,none,
2026-07-28T11:21:06.517Z,39bf3375-da30-e11d-f816-c9c04d71970a,5f236d8b-5c7e-e7a3-3492-d0f24e82f431,marcus.okafor@cloudora.io,Marcus Okafor,a22b7178-378e-1df9-aaa3-717c4b06e5cc,Office 365 Exchange Online,Browser,81.134.22.66,GB,United Kingdom,London,England,2856,British Telecommunications,Ios 17.5.1,Mobile Safari,Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1) Mobile/15E148,0,,success,multiFactorAuthentication,PhoneAppNotification,none,none,
2026-07-28T11:21:29.046Z,80f26bc2-8d1a-1bcc-18c1-22fdaebd7fb4,26dd3177-0770-041a-01aa-5fac40dbeaaf,charlie.patel@cloudora.io,Charlie Patel,39ded7b1-6692-e35c-5483-0775175d07cc,OfficeHome,Browser,86.15.108.100,GB,United Kingdom,London,England,5089,Virgin Media,Windows 10,Edge 126.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/126.0.0,0,,success,multiFactorAuthentication,PhoneAppNotification,none,none,
2026-07-28T11:30:43.026Z,43ab3e4d-649f-0064-8c09-527f4b647a93,0e111a05-5234-59a9-b807-11cae594b19a,nina.alvarez@cloudora.io,Nina Alvarez,7c1e281b-d9e6-e4ef-aebd-d01c44a34d31,Cloudora HR Portal,Browser,86.15.108.119,GB,United Kingdom,London,England,5089,Virgin Media,Windows 10,Edge 126.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/126.0.0,0,,success,multiFactorAuthentication,PhoneAppOTP,none,none,
2026-07-28T11:34:38.514Z,a2b5b019-1af5-a821-31bb-2b405ffbaddf,9b2cfccb-7ab4-56e3-a622-793bab717436,ben.gill@cloudora.io,Ben Gill,b59f7374-d25d-5640-75c3-e3ed23bf71ab,Microsoft Teams,Browser,81.134.22.14,GB,United Kingdom,London,England,2856,British Telecommunications,Windows 11,Chrome 127.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/127.0.0,0,,success,singleFactorAuthentication,,none,none,
2026-07-28T11:43:17.748Z,c7bd5ec5-864a-a157-423d-29a309e92d91,1f0bad69-dcd6-dfcc-891f-23969b5d6b44,ivan.whitfield@cloudora.io,Ivan Whitfield,c43b9e4e-25b9-69b5-f2f1-ce48c8e2c5bd,Microsoft Teams,Browser,86.15.108.139,GB,United Kingdom,London,England,5089,Virgin Media,Ios 17.5.1,Mobile Safari,Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1) Mobile/15E148,0,,success,multiFactorAuthentication,Fido,none,none,
2026-07-28T11:45:42.430Z,779a10ff-8316-a2c0-6717-6d322b03408a,e64e89b6-8289-d336-0e0a-dadef5edb24b,umar.mensah@cloudora.io,Umar Mensah,31b66c8e-6c35-266b-42e4-e4c2e8cd7098,OfficeHome,Browser,81.134.22.14,GB,United Kingdom,London,England,2856,British Telecommunications,Windows 11,Chrome 127.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/127.0.0,0,,success,multiFactorAuthentication,Fido,none,none,
2026-07-28T11:48:45.093Z,c759a566-636b-0902-ea26-12c2be4298f6,5554e8e3-5d89-a9f2-dba8-97191e20bf51,charlie.alvarez@cloudora.io,Charlie Alvarez,204b4c16-22c9-a4d1-2f34-9cb4c2e1752c,Salesforce,Mobile Apps and Desktop clients,81.134.22.14,GB,United Kingdom,London,England,2856,British Telecommunications,Ios 17.5.1,Mobile Safari,Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1) Mobile/15E148,0,,success,multiFactorAuthentication,PhoneAppNotification,none,none,
2026-07-28T11:49:13.239Z,1d0ce7d5-4cdd-66a1-020e-cf0ba507c309,dd05edfd-32af-470d-3026-91c56b68b138,george.stone@cloudora.io,George Stone,34785f8f-1978-f70e-a559-ca6a48b91cb5,OfficeHome,Browser,81.134.22.54,GB,United Kingdom,London,England,2856,British Telecommunications,Windows 10,Edge 126.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/126.0.0,0,,success,singleFactorAuthentication,,none,none,
2026-07-28T11:50:07.726Z,42e62fc7-a5e5-10c1-fa47-b67f1230920a,1435f5d5-0a2d-1685-a093-f3efc9e93d4f,fiona.coleman@cloudora.io,Fiona Coleman,22d265a4-dec5-72c3-5501-c8114f1401cb,Office 365 Exchange Online,Browser,51.148.63.157,GB,United Kingdom,Manchester,England,2856,British Telecommunications,Android 14,Chrome Mobile 127,Mozilla/5.0 (Linux; Android 14) Chrome/127.0.0 Mobile,0,,success,multiFactorAuthentication,Fido,none,none,
2026-07-28T11:54:53.136Z,92a52c68-4dee-4fa4-4541-ce25da5a0ff5,4e865836-7aa4-4e7a-8261-670a5d4dc06d,daniel.sinclair@cloudora.io,Daniel Sinclair,4d8c80f2-51d2-b6c3-4439-0e6014c73236,Office 365 Exchange Online,Browser,87.44.201.158,IE,Ireland,Dublin,Leinster,5466,Eir,Windows 10,Edge 126.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/126.0.0,0,,success,singleFactorAuthentication,,none,none,
2026-07-28T11:57:22.176Z,d9c059f6-6118-1eca-2804-f32f00996bd3,617e5047-a69c-821e-d7ed-051ef2b0e4bb,heidi.dunn@cloudora.io,Heidi Dunn,4a2f2cb9-80ba-41a8-15a9-31509cdada21,Microsoft Teams,Browser,51.148.63.224,GB,United Kingdom,Manchester,England,2856,British Telecommunications,Windows 10,Edge 126.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/126.0.0,0,,success,singleFactorAuthentication,,none,none,
2026-07-28T11:58:28.534Z,c49e0709-dd50-0afc-1f56-e2fd6107da94,2ceea4a0-475e-8df7-f4f5-5c55889e3476,verity.kaur@cloudora.io,Verity Kaur,60b1b283-8c95-1e88-2b1b-e5fc1ad79cf2,Cloudora HR Portal,Browser,81.134.22.14,GB,United Kingdom,London,England,2856,British Telecommunications,Ios 17.5.1,Mobile Safari,Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1) Mobile/15E148,0,,success,singleFactorAuthentication,,none,none,
